Item Purchased,Size,Color,Category,Season,Review Rating,Purchase Amount (USD),Discount Applied,Shipping Type,Payment Method,Customer ID
Sneakers,L,Green,Footwear,Winter,3.7,95,No,2-Day Shipping,Credit Card,1682
Sandals,L,Magenta,Footwear,Fall,4,41,Yes,Standard,Cash,1253
Phone,S,Red,Accessories,Winter,1,,No,Standard,Cash,4503
Laptop,S,Green,Clothing,Winter,4,247.51,No,Express,Debit Card,4350
Scarf,S,Yellow,Accessories,Fall,3.2,38,Yes,Next Day Air,Bank Transfer,204
Scarf,XL,Lavender,Accessories,Winter,4.5,68,No,2-Day Shipping,Cash,2976
Scarf,L,Blue,Accessories,Spring,3.4,37,Yes,2-Day Shipping,Venmo,288
Sunglasses,M,Lavender,Accessories,Summer,4.9,70,No,Free Shipping,Bank Transfer,2741
Shoes,,White,Electronics,Spring,2,90.6,Yes,Express,PayPal,4648
Boots,M,Charcoal,Footwear,Winter,4.1,70,No,Next Day Air,PayPal,2781
Watch,XL,White,Clothing,Winter,4,,No,Standard,PayPal,4731
Shoes,,Red,Electronics,Summer,,,Yes,Express,Debit Card,4507
Shirt,XL,Teal,Clothing,Spring,4.7,76,No,Standard,Cash,1856
Jewelry,S,Orange,Accessories,Summer,2.7,81,Yes,Standard,Venmo,464
Watch,,Red,Electronics,Spring,,1075.74,No,Express,Cash,4570
Jewelry,M,Olive,Accessories,Winter,2.8,83,No,Standard,Credit Card,3386
Shirt,L,Olive,Clothing,Winter,3.7,57,No,2-Day Shipping,Cash,3507
Watch,S,Blue,Clothing,Winter,3,,Yes,Standard,Cash,5019
Phone,,Blue,Electronics,Spring,,,No,Express,Credit Card,4366
Hat,S,White,Accessories,Fall,3.8,92,No,Store Pickup,Cash,1794
Phone,S,White,Clothing,Spring,,,Yes,Standard,Debit Card,4797
Shoes,M,Black,Accessories,Autumn,5,283.65,Yes,Standard,Credit Card,4930
T-shirt,M,Orange,Clothing,Spring,4,50,No,Free Shipping,Venmo,2931
Skirt,L,Teal,Clothing,Fall,3.9,58,No,Express,Credit Card,3366
Shoes,L,Pink,Footwear,Summer,4.6,89,No,Store Pickup,Credit Card,2251
Scarf,S,Silver,Accessories,Summer,4,56,No,Next Day Air,Credit Card,3568
T-shirt,M,Red,Clothing,Fall,4.8,94,No,Next Day Air,Credit Card,3283
Backpack,L,Black,Accessories,Spring,3.9,88,No,Express,PayPal,2933
Sunglasses,M,Magenta,Accessories,Summer,3.6,67,Yes,Free Shipping,PayPal,444
Hat,XL,Maroon,Accessories,Winter,2.6,21,Yes,Store Pickup,Bank Transfer,1598
Shirt,,Blue,Electronics,Autumn,2,1185.76,No,Express,PayPal,4916
Watch,XL,Black,Clothing,Summer,3,,No,Standard,PayPal,4904
Skirt,S,Purple,Clothing,Winter,4.1,35,No,Next Day Air,Cash,2356
Boots,M,Purple,Footwear,Fall,4,77,Yes,Express,Bank Transfer,1587
Shirt,M,Black,Clothing,Winter,4.6,74,No,Next Day Air,Bank Transfer,2392
Hoodie,L,Pink,Clothing,Winter,3,66,No,Standard,Cash,3698
Socks,XL,Indigo,Clothing,Fall,2.9,21,Yes,2-Day Shipping,PayPal,46
Pants,M,Charcoal,Clothing,Summer,3.1,39,Yes,Express,Debit Card,743
Bag,S,Blue,Accessories,Summer,,1186.54,No,Standard,Debit Card,4613
Watch,,Red,Electronics,Winter,2,1365.82,No,Standard,Debit Card,4752
Hoodie,L,Orange,Clothing,Summer,2.9,50,No,Express,Debit Card,1718
Phone,S,White,Accessories,Summer,3,,No,Standard,PayPal,4657
Sandals,S,Olive,Footwear,Spring,5,22,No,Store Pickup,Venmo,1903
Gloves,M,Gold,Accessories,Spring,3.9,97,No,2-Day Shipping,Credit Card,1986
Headphones,,White,Electronics,Winter,,,Yes,Express,PayPal,4308
Skirt,L,Lavender,Clothing,Fall,4.3,43,Yes,2-Day Shipping,PayPal,179
Hat,L,Charcoal,Accessories,Fall,3.3,93,No,Standard,Venmo,3608
,S,Cyan,Accessories,Winter,3.6,76,No,Express,Bank Transfer,3065
Sneakers,XL,Pink,Footwear,Winter,3.9,64,No,Express,Bank Transfer,2049
Watch,L,Green,Accessories,Summer,,238.66,Yes,Standard,PayPal,5000
Jeans,M,Gold,Clothing,Fall,2.9,57,Yes,Standard,Debit Card,260
Phone,S,Red,Accessories,Autumn,1,134.5,Yes,Express,Debit Card,4063
T-shirt,S,White,Clothing,Spring,4.3,21,Yes,Standard,PayPal,1607
Hoodie,M,Orange,Clothing,Fall,3.7,25,No,Standard,PayPal,2747
Jeans,L,Magenta,,Fall,3.4,69,Yes,Store Pickup,Bank Transfer,1223
Handbag,M,Purple,Accessories,Spring,5,53,Yes,Next Day Air,PayPal,1665
Coat,S,Peach,Outerwear,Summer,3,34,Yes,Free Shipping,Bank Transfer,1096
Shirt,M,Orange,Clothing,Spring,3.4,44,No,Standard,Credit Card,2944
Shirt,M,Peach,Clothing,Winter,4.9,91,Yes,Store Pickup,Debit Card,819
Boots,L,Lavender,Footwear,Spring,4.4,82,No,2-Day Shipping,Venmo,3593
Socks,M,Red,Clothing,Spring,4.1,35,Yes,Free Shipping,Cash,1514
Shorts,S,Brown,Clothing,Summer,3.6,54,Yes,Express,Bank Transfer,887
Sweater,L,Cyan,Clothing,Winter,4.4,43,Yes,Express,Credit Card,908
Sandals,L,Lavender,Footwear,Fall,3.2,46,No,Next Day Air,Cash,3871
Socks,M,Magenta,Clothing,Summer,2.9,67,No,Express,Venmo,3211
Shirt,M,Peach,Clothing,Summer,4.6,22,Yes,Standard,Bank Transfer,719
Shoes,,Green,Electronics,Summer,,39.78,No,Standard,PayPal,4465
Skirt,M,Silver,Clothing,Spring,4.5,38,No,Next Day Air,Credit Card,2784
Headphones,XL,White,Clothing,Winter,5,1138.62,Yes,Standard,Debit Card,4200
T-shirt,M,Silver,Clothing,Spring,2.9,82,No,Standard,Credit Card,3612
Sneakers,XL,Peach,Footwear,Summer,4.1,99,No,Store Pickup,Credit Card,2975
Jacket,S,Yellow,Outerwear,Fall,4.8,100,No,Store Pickup,PayPal,2072
Shoes,M,Black,Footwear,Spring,3.9,86,No,Free Shipping,Debit Card,2743
Laptop,XL,White,Clothing,Winter,3,888.11,No,Standard,Credit Card,4254
Dress,M,Charcoal,Clothing,Summer,3,56,No,Store Pickup,Venmo,1765
Jewelry,M,Beige,Accessories,Summer,4.4,26,Yes,2-Day Shipping,Debit Card,273
Laptop,L,Blue,Accessories,Winter,,1384.92,Yes,Standard,Debit Card,5018
Socks,M,Lavender,Clothing,Summer,4,27,Yes,Next Day Air,Bank Transfer,1243
Phone,S,Green,Accessories,Winter,5,130.8,Yes,Express,Credit Card,4467
Jacket,L,Pink,Outerwear,Winter,5,67,No,Express,Venmo,3287
Sneakers,L,Olive,Footwear,Spring,4.1,25,No,Standard,Credit Card,3777
Gloves,M,Red,Accessories,Summer,4.3,63,Yes,Express,Cash,832
Jeans,M,Violet,Clothing,Winter,3.7,55,No,Free Shipping,Credit Card,2891
Shoes,M,White,Footwear,Spring,3.5,59,Yes,Store Pickup,Bank Transfer,1003
Headphones,XL,Black,Clothing,Spring,,,No,Express,Debit Card,4675
Phone,,Green,Electronics,Summer,2,34.72,Yes,Express,Credit Card,4750
Hat,S,Teal,Accessories,Spring,4.8,97,No,Free Shipping,Bank Transfer,2330
Belt,XL,Turquoise,Accessories,Winter,4.8,41,No,Standard,Bank Transfer,1699
Shoes,L,Violet,Footwear,Spring,3.3,74,Yes,Free Shipping,PayPal,227
Jacket,S,Silver,Outerwear,Winter,4.4,46,Yes,Next Day Air,PayPal,1533
Socks,M,Indigo,Clothing,Spring,3.4,25,No,Standard,Venmo,2095
Dress,M,Maroon,Clothing,Spring,4.2,91,No,Store Pickup,Debit Card,2094
Pants,M,Silver,Clothing,Summer,2.6,96,No,Store Pickup,Debit Card,3741
Belt,S,Turquoise,Accessories,Summer,3.4,60,No,Next Day Air,Credit Card,3304
Sandals,L,Pink,Footwear,Spring,4.5,60,Yes,Next Day Air,Debit Card,534
Skirt,M,Yellow,Clothing,Spring,3,29,No,Express,PayPal,2736
Handbag,M,Yellow,Accessories,Fall,3.7,47,Yes,2-Day Shipping,Bank Transfer,1037
Boots,L,Gray,Footwear,Summer,4.4,35,No,2-Day Shipping,Credit Card,2660
Jewelry,S,Orange,Accessories,Summer,3.8,77,Yes,Free Shipping,Credit Card,1325
Phone,S,Black,Clothing,Winter,,,No,Standard,PayPal,4446
Pants,L,Beige,Clothing,Winter,3.5,73,Yes,Next Day Air,Venmo,1234
Scarf,M,Magenta,Accessories,Spring,3.5,90,Yes,Free Shipping,Debit Card,477
Shoes,S,Purple,Footwear,Spring,3.3,94,Yes,Store Pickup,Bank Transfer,188
Belt,XL,Orange,Accessories,Fall,4.3,85,No,Next Day Air,Debit Card,3727
Dress,L,Teal,Clothing,Summer,4.6,63,Yes,Express,Cash,471
Blouse,S,Violet,Clothing,Summer,3.1,75,No,Free Shipping,Cash,2867
Laptop,M,Blue,Accessories,Autumn,5,584.16,Yes,Standard,Debit Card,4592
Bag,XL,Red,Clothing,Spring,,398.16,Yes,Standard,Credit Card,4902
Blouse,M,Red,Clothing,,,28,Yes,Store Pickup,Debit Card,51
Laptop,M,Red,Clothing,Spring,,,Yes,Express,PayPal,4458
Backpack,S,White,Accessories,Fall,4.9,37,Yes,Store Pickup,Venmo,659
Jewelry,M,Magenta,Accessories,Fall,4.5,31,No,2-Day Shipping,Credit Card,2932
Headphones,,Red,Electronics,Summer,,1238.3,Yes,Express,Credit Card,4848
Bag,,White,Electronics,Spring,5,532.19,Yes,Standard,Debit Card,4786
Handbag,XL,Yellow,Accessories,Summer,4.8,39,Yes,Express,Debit Card,286
Backpack,S,Cyan,Accessories,Fall,3.2,72,No,2-Day Shipping,Venmo,1865
Sandals,XL,Red,Footwear,Winter,4.9,23,Yes,Express,PayPal,1254
Jewelry,S,Peach,Accessories,Fall,4.7,47,No,2-Day Shipping,Debit Card,2529
Shirt,,Red,Electronics,Winter,,1404.42,No,Standard,Debit Card,4800
Bag,M,Green,Clothing,Spring,,1380.02,No,Standard,PayPal,4787
Shirt,M,Beige,Clothing,Spring,3.8,77,No,Next Day Air,PayPal,2334
Headphones,XL,Blue,Clothing,Autumn,3,1100.8,No,Standard,Cash,4084
Handbag,L,Red,Accessories,Winter,2.7,57,No,Next Day Air,PayPal,3281
Jewelry,L,Lavender,Accessories,Winter,3.4,25,Yes,Store Pickup,Credit Card,382
Socks,XL,Beige,Clothing,Winter,3.1,78,Yes,Standard,Cash,925
Bag,L,Green,Clothing,Spring,,1472.22,Yes,Express,Debit Card,4226
Blouse,L,Teal,Clothing,Summer,3,73,No,Store Pickup,Debit Card,2852
Belt,M,Gold,Accessories,Winter,4.4,55,No,Standard,Cash,3155
Sweater,M,Brown,Clothing,Spring,2.9,50,Yes,2-Day Shipping,Credit Card,764
Shirt,M,Olive,Clothing,Fall,2.5,94,Yes,Standard,Credit Card,1069
Coat,S,Olive,Outerwear,Summer,4.5,69,No,Free Shipping,Cash,3471
Sweater,M,Beige,Clothing,Winter,4.3,46,No,Express,Venmo,2940
Blouse,L,Gray,Clothing,Fall,4.6,95,No,Next Day Air,Cash,3139
Sandals,M,Red,Footwear,Summer,2.9,86,Yes,Express,Debit Card,852
Scarf,XL,Charcoal,Accessories,Winter,2.7,71,No,Next Day Air,Debit Card,1909
Gloves,XL,Orange,Accessories,Summer,3.2,66,No,Free Shipping,Debit Card,3784
Sweater,S,Peach,Clothing,Winter,4,64,No,Free Shipping,Venmo,2753
Sneakers,S,Yellow,Footwear,Spring,5,73,Yes,Free Shipping,Venmo,1487
Shorts,L,Turquoise,Clothing,Spring,3.1,52,Yes,Free Shipping,Cash,694
Watch,,Blue,Electronics,Winter,,944.84,Yes,Standard,Debit Card,4740
Pants,M,Violet,Clothing,Winter,3.1,83,No,Standard,Debit Card,2949
Hat,XL,Olive,Accessories,Spring,4.7,69,Yes,Next Day Air,Debit Card,896
Shirt,S,Beige,Clothing,Fall,3.5,45,No,Standard,Bank Transfer,3679
Jeans,M,Brown,Clothing,Fall,3.7,62,No,Next Day Air,Cash,2196
Belt,M,Maroon,Accessories,Fall,4,31,No,Store Pickup,Bank Transfer,3080
Hoodie,L,Turquoise,Clothing,Winter,3.1,26,Yes,Free Shipping,Debit Card,667
Shirt,S,Black,Clothing,Spring,,797.32,Yes,Standard,PayPal,4210
Handbag,L,Lavender,Accessories,Fall,4.6,46,No,Next Day Air,Bank Transfer,3111
Shirt,,Black,Electronics,Winter,4,681.68,Yes,Standard,Debit Card,4461
Skirt,M,Gold,Clothing,Spring,4.1,38,Yes,Store Pickup,Credit Card,209
Headphones,L,Black,Clothing,Spring,1,,Yes,Standard,Credit Card,4139
Scarf,M,Maroon,Accessories,Summer,4.9,47,No,Store Pickup,Debit Card,2200
Blouse,M,Maroon,Clothing,Fall,4.4,82,Yes,Next Day Air,Credit Card,190
Headphones,,White,Electronics,Winter,,1407.1,No,Express,Cash,4370
Watch,,Red,Electronics,Spring,2,,Yes,Express,PayPal,4569
Pants,M,Charcoal,Clothing,Winter,4.1,62,Yes,Store Pickup,Debit Card,22
Scarf,S,Peach,Accessories,Spring,4.6,34,No,Express,Cash,3600
Sweater,M,White,Clothing,Fall,4.9,90,No,Express,Debit Card,1966
Scarf,M,Violet,Accessories,Spring,4.2,58,Yes,Store Pickup,Cash,1091
Watch,L,Green,Clothing,Spring,4,58.31,No,Standard,Credit Card,4387
Sunglasses,XL,Olive,Accessories,Winter,2.7,60,No,Next Day Air,Bank Transfer,2642
Gloves,XL,Black,Accessories,Winter,2.5,90,No,Express,PayPal,3414
Jacket,M,Blue,Outerwear,Fall,3.7,50,No,Free Shipping,Bank Transfer,2839
Sweater,M,Peach,Clothing,Summer,4,58,Yes,Standard,PayPal,900
Handbag,S,Peach,Accessories,Winter,4.8,87,No,Next Day Air,Credit Card,2483
Sweater,XL,Cyan,Clothing,Spring,4.6,95,No,Store Pickup,Cash,2454
Laptop,M,Green,Accessories,Spring,,446.02,Yes,Standard,Debit Card,4540
Shirt,M,White,Clothing,Winter,3.4,71,Yes,Store Pickup,Cash,703
Phone,L,Black,Clothing,Autumn,1,,Yes,Express,Credit Card,4877
Belt,XL,White,Accessories,Summer,3.4,23,No,Express,Cash,1988
Jacket,M,Turquoise,Outerwear,Spring,4.2,65,No,Express,Bank Transfer,2615
Backpack,M,White,Accessories,Summer,2.7,59,Yes,2-Day Shipping,Bank Transfer,1522
Gloves,L,Violet,Accessories,Spring,4.5,58,Yes,Express,Cash,75
Jacket,M,Turquoise,Outerwear,Fall,4.4,68,No,Store Pickup,Debit Card,3665
Bag,S,Blue,Accessories,Autumn,,862.98,Yes,Standard,Cash,4301
Socks,M,Yellow,Clothing,Fall,4.9,97,No,2-Day Shipping,Credit Card,1683
Sweater,M,Maroon,Clothing,Summer,4.4,21,No,2-Day Shipping,Debit Card,2011
Coat,L,Turquoise,Outerwear,Winter,2.9,27,No,Next Day Air,PayPal,3043
Hoodie,XL,Maroon,Clothing,Summer,3,27,No,Store Pickup,Bank Transfer,2282
Bag,XL,Red,Clothing,Spring,1,,No,Express,Credit Card,4279
Jacket,M,Pink,Outerwear,Winter,3.6,27,No,Free Shipping,PayPal,3311
Sneakers,L,Cyan,Footwear,Spring,3,33,Yes,Express,Cash,185
Phone,,White,Electronics,Winter,,,Yes,Express,Credit Card,4665
Dress,M,Violet,Clothing,Fall,3.4,31,Yes,Standard,Bank Transfer,1246
Watch,M,Red,Clothing,Winter,4,,No,Express,PayPal,4285
Shirt,XL,Red,Clothing,Spring,2.9,59,Yes,Store Pickup,Credit Card,1602
Shirt,M,Maroon,Clothing,Winter,2.8,86,Yes,2-Day Shipping,Credit Card,333
Sandals,M,Turquoise,Footwear,Summer,2.9,82,No,Express,Credit Card,3621
Shorts,M,Cyan,Clothing,Fall,2.9,86,No,Standard,Cash,2064
Shirt,M,Black,Accessories,Winter,,61.43,Yes,Express,Credit Card,4082
Sunglasses,L,Green,Accessories,Spring,4.4,64,Yes,Standard,Debit Card,963
Shirt,,Red,Electronics,Summer,1,436.94,No,Standard,Cash,4312
Shoes,M,Turquoise,Footwear,Summer,4.4,41,No,Express,Cash,3755
Watch,,White,Electronics,Autumn,,,No,Standard,Debit Card,4773
Watch,M,Red,Accessories,Winter,3,,No,Express,Debit Card,4605
Handbag,M,Gray,Accessories,Summer,3,61,No,Next Day Air,Venmo,3363
Gloves,M,Teal,Accessories,Summer,3.7,91,No,Express,PayPal,3248
Gloves,S,Silver,Accessories,Fall,3.9,39,Yes,Express,Cash,1469
Socks,L,Purple,Clothing,Spring,3.4,79,Yes,Next Day Air,Bank Transfer,109
Jeans,L,Magenta,Clothing,Spring,4.6,73,No,Express,Debit Card,3070
Laptop,XL,Black,Clothing,Autumn,,1095.05,Yes,Express,Cash,4861
Coat,S,Purple,Outerwear,Winter,3.9,80,No,Express,Bank Transfer,2536
Bag,S,Red,Clothing,Spring,,517.7,No,Standard,Credit Card,4091
Shorts,S,Yellow,Clothing,Fall,2.7,93,Yes,Next Day Air,Credit Card,386
Phone,L,Black,Accessories,Winter,,,Yes,Standard,PayPal,4962
Phone,,Blue,Electronics,Autumn,1,367.18,Yes,Express,Cash,4745
Shoes,,Blue,Electronics,Autumn,2,,Yes,Standard,Debit Card,5008
Blouse,M,Peach,Clothing,Fall,4,31,Yes,Standard,Debit Card,1267
Shirt,,White,Electronics,Winter,,,Yes,Express,Cash,4202
Handbag,S,Purple,Accessories,Fall,2.7,84,Yes,Standard,Credit Card,790
Shirt,M,Gray,Clothing,Spring,3.4,91,Yes,Express,Venmo,898
Boots,L,Yellow,Footwear,Spring,3,24,No,Express,Venmo,3577
Shorts,L,Yellow,Clothing,Spring,4.8,72,Yes,Free Shipping,Debit Card,1523
Coat,S,Olive,Outerwear,Summer,2.8,28,No,Express,Debit Card,1727
Sandals,M,Gray,Footwear,Spring,4.3,83,No,Store Pickup,Cash,2472
Phone,XL,White,Clothing,Spring,5,1223.07,Yes,Express,Credit Card,4746
Hat,S,Violet,Accessories,Fall,3,25,No,Free Shipping,PayPal,2449
Backpack,S,Blue,Accessories,Summer,4.3,93,Yes,Next Day Air,Cash,645
Phone,,White,Electronics,Winter,4,351.36,No,Standard,Credit Card,4291
Boots,M,Magenta,Footwear,Summer,4.8,48,Yes,Next Day Air,Cash,1440
Coat,S,Lavender,Outerwear,Winter,4.9,51,Yes,2-Day Shipping,PayPal,1022
Skirt,M,Black,Clothing,Winter,3.1,70,No,Express,PayPal,2785
Shoes,M,Orange,Footwear,Spring,4.9,84,No,Next Day Air,PayPal,2349
Sandals,M,Charcoal,Footwear,Fall,2.8,63,Yes,Store Pickup,Venmo,487
Pants,M,Pink,Clothing,Summer,2.9,29,No,Standard,Cash,1928
Jacket,M,Blue,Outerwear,Winter,3.3,45,Yes,Express,PayPal,904
Shirt,S,Blue,Clothing,Autumn,5,720.16,Yes,Standard,Cash,5031
Sunglasses,L,Lavender,Accessories,Spring,4.5,77,Yes,Store Pickup,Credit Card,1118
Gloves,M,Green,Accessories,Winter,,64,Yes,Express,Bank Transfer,1221
Gloves,XL,Gray,Accessories,Summer,3.7,88,Yes,Standard,PayPal,366
,S,Cyan,Clothing,Winter,4.3,54,No,2-Day Shipping,Cash,1767
Sunglasses,M,Maroon,Accessories,Summer,3.1,71,No,Standard,Bank Transfer,3598
Gloves,XL,Indigo,Accessories,Spring,4.3,45,No,Next Day Air,Debit Card,2250
Backpack,XL,Red,Accessories,Spring,2.6,95,Yes,Express,Venmo,769
Shirt,M,Yellow,Clothing,Winter,4.6,32,No,Next Day Air,PayPal,3378
Sweater,XL,White,Clothing,Spring,2.6,41,No,Next Day Air,Debit Card,2765
Jewelry,M,Red,Accessories,Fall,4,79,Yes,Next Day Air,Venmo,626
Watch,L,White,Accessories,Winter,4,1085.96,No,Express,Debit Card,4596
Phone,XL,Black,Clothing,Winter,4,216.55,Yes,Express,Debit Card,4046
Sandals,M,Brown,Footwear,Fall,4.9,29,No,Express,PayPal,3885
Watch,,Green,Electronics,Spring,4,1016.09,No,Express,PayPal,4184
Socks,L,Violet,Clothing,Winter,4.8,67,Yes,Next Day Air,Credit Card,103
Sweater,S,Red,Clothing,Spring,3,88,No,Store Pickup,Debit Card,3078
Sandals,XL,Purple,Footwear,Fall,4.8,90,No,Express,Venmo,3607
Scarf,M,Violet,Accessories,Summer,3.6,82,No,2-Day Shipping,Venmo,3795
Sweater,S,Cyan,Clothing,Fall,4.9,50,No,Store Pickup,PayPal,2352
Shoes,L,Pink,Footwear,Spring,3.3,92,No,Free Shipping,PayPal,3733
Hoodie,M,Brown,Clothing,Fall,4.3,59,Yes,2-Day Shipping,Cash,636
Pants,S,Orange,Clothing,Summer,3.3,72,No,2-Day Shipping,Venmo,3435
Scarf,S,Gold,Accessories,Summer,2.9,68,No,Standard,PayPal,3316
T-shirt,M,White,Clothing,Spring,4,34,No,Next Day Air,Bank Transfer,3233
Blouse,L,Peach,Clothing,Spring,3,34,No,2-Day Shipping,Debit Card,1790
Shirt,S,Red,Accessories,Winter,,,No,Standard,Debit Card,4539
Shoes,XL,Purple,Footwear,Fall,3.7,84,No,2-Day Shipping,Venmo,2029
Sneakers,L,Gold,,Summer,3.5,46,No,Standard,Venmo,1808
Bag,S,Black,Accessories,Spring,,,No,Express,Credit Card,4386
Hat,S,Orange,Accessories,Fall,4.4,81,Yes,Express,PayPal,337
Pants,XL,Pink,Clothing,Fall,3.4,87,Yes,Express,PayPal,625
Hoodie,S,Turquoise,Clothing,Winter,4,99,No,Next Day Air,PayPal,3372
Scarf,L,Violet,Accessories,Summer,4.7,68,Yes,2-Day Shipping,Cash,902
Scarf,M,White,Accessories,Fall,3.2,41,Yes,Store Pickup,Bank Transfer,327
Scarf,S,Orange,Accessories,Spring,2.8,64,Yes,2-Day Shipping,PayPal,216
Pants,L,Cyan,Clothing,Fall,3.6,28,No,Free Shipping,Debit Card,3744
Laptop,S,Blue,Clothing,Autumn,,,No,Standard,PayPal,4610
Scarf,M,Pink,Accessories,Spring,4.6,23,No,Next Day Air,PayPal,2030
Sunglasses,L,Brown,Accessories,Winter,3.9,43,No,Store Pickup,Credit Card,3064
Shirt,L,Black,Clothing,Spring,3,78,No,Next Day Air,Credit Card,2597
Sunglasses,M,Lavender,Accessories,Summer,3.3,38,No,Standard,Debit Card,2369
Sweater,S,Charcoal,Clothing,Winter,3.4,56,No,2-Day Shipping,Credit Card,1913
Sunglasses,XL,Charcoal,Accessories,Spring,4.4,41,No,Express,Credit Card,3171
Jewelry,L,Indigo,Accessories,Winter,3.3,30,No,2-Day Shipping,PayPal,3209
Coat,M,Beige,Outerwear,Spring,4.1,100,Yes,Free Shipping,PayPal,43
Skirt,XL,Gray,Clothing,Winter,4.7,59,Yes,2-Day Shipping,Credit Card,52
Sandals,S,Black,Footwear,Summer,3.2,58,No,Store Pickup,PayPal,2635
Coat,S,Gray,Outerwear,Winter,4.2,74,No,Next Day Air,Bank Transfer,3267
Pants,S,Cyan,Clothing,Summer,4.6,51,No,Express,Debit Card,1965
Hat,M,Olive,Accessories,Spring,3.1,73,Yes,2-Day Shipping,PayPal,1275
Jeans,M,Teal,Clothing,Winter,3.1,62,No,Free Shipping,Credit Card,2748
Jacket,L,Charcoal,Outerwear,Summer,4.6,79,Yes,Standard,Debit Card,710
Hoodie,M,Silver,Clothing,Winter,4.2,40,No,Free Shipping,Debit Card,2577
Shirt,S,Blue,Clothing,Autumn,4,1115.05,No,Express,Credit Card,4430
Jewelry,M,Indigo,Accessories,Spring,3.1,36,Yes,Standard,Credit Card,1120
Backpack,M,Olive,Accessories,Summer,3.1,56,No,Express,PayPal,1920
Skirt,M,Teal,Clothing,Summer,3,94,Yes,2-Day Shipping,Cash,283
Laptop,L,Green,Accessories,Autumn,4,,Yes,Standard,Debit Card,4262
Sneakers,S,Silver,Footwear,Winter,4.6,39,Yes,Free Shipping,Cash,498
Sandals,L,Purple,Footwear,Fall,3.4,51,Yes,Next Day Air,Cash,532
Blouse,M,Gray,Clothing,Spring,,86,Yes,Express,Credit Card,1152
Hoodie,S,Cyan,Clothing,Winter,4.3,68,Yes,Store Pickup,Bank Transfer,1360
T-shirt,S,Red,Clothing,Fall,2.6,53,Yes,Express,PayPal,1156
Shirt,,Red,Electronics,Autumn,,,No,Express,Debit Card,4946
Pants,M,Maroon,Clothing,Fall,2.6,36,No,Express,Venmo,2329
Gloves,S,Beige,Accessories,Summer,2.7,86,Yes,2-Day Shipping,Debit Card,1662
Jewelry,L,Teal,Accessories,Summer,4.4,37,No,Next Day Air,Venmo,2248
Jacket,M,Blue,Outerwear,Fall,3.7,89,No,Store Pickup,Credit Card,2812
Gloves,XL,Violet,Accessories,Winter,3.9,72,Yes,Store Pickup,Cash,1466
Backpack,M,Black,Accessories,Fall,3.7,89,Yes,2-Day Shipping,Venmo,621
Scarf,L,Pink,Accessories,Summer,3.9,77,Yes,2-Day Shipping,PayPal,1644
Shirt,S,Cyan,Clothing,Summer,4.4,85,No,Standard,Cash,1823
Pants,M,Violet,Clothing,Spring,2.6,66,Yes,Store Pickup,PayPal,1149
Sandals,M,Purple,Footwear,Fall,4.6,90,Yes,Next Day Air,Credit Card,579
Backpack,L,Gold,Accessories,,3.5,73,Yes,Express,Cash,1326
Belt,S,Charcoal,Accessories,Winter,2.6,50,No,Free Shipping,Cash,1733
Belt,L,Purple,Accessories,Summer,5,75,Yes,Free Shipping,Credit Card,112
Socks,M,Maroon,Clothing,Fall,4.7,58,No,Next Day Air,Debit Card,3734
Bag,,Blue,Electronics,Autumn,,142.24,Yes,Standard,Debit Card,5059
Shoes,XL,Green,Clothing,Autumn,,,No,Standard,Credit Card,4701
Sneakers,S,Peach,Footwear,Fall,3.6,60,No,Standard,Debit Card,1862
Sweater,M,Teal,Clothing,Fall,2.8,42,No,Next Day Air,Venmo,2139
Boots,M,Brown,Footwear,Fall,3.2,29,Yes,Free Shipping,Venmo,593
Headphones,,Red,Electronics,Autumn,3,,Yes,Express,Cash,4529
Backpack,S,Blue,Accessories,Fall,3.4,99,No,Free Shipping,Debit Card,1810
Sunglasses,M,Gray,Accessories,Spring,3.7,51,No,Store Pickup,Venmo,3792
Shirt,L,Purple,Clothing,Winter,4.1,67,No,Express,Bank Transfer,2453
Pants,S,Red,Clothing,Summer,3.7,86,No,Store Pickup,Venmo,2104
Jeans,L,Brown,Clothing,Fall,4.7,33,No,Standard,Venmo,1930
Socks,M,Lavender,Clothing,Summer,3.7,26,No,Next Day Air,Credit Card,2415
Shirt,XL,Pink,Clothing,Winter,2.8,91,Yes,2-Day Shipping,Bank Transfer,1138
Hat,M,Beige,Accessories,Fall,3.1,28,Yes,Express,Bank Transfer,1105
Scarf,M,Orange,Accessories,Summer,3.3,35,No,Free Shipping,Cash,3864
Scarf,L,Yellow,Accessories,Winter,3.2,35,No,Next Day Air,Credit Card,2193
Shoes,XL,Olive,Footwear,Spring,4.5,38,No,Store Pickup,Bank Transfer,3053
Skirt,M,Maroon,Clothing,Winter,4.5,40,No,Store Pickup,Bank Transfer,1850
Jacket,M,Red,Outerwear,Winter,3.8,73,No,Store Pickup,Cash,2797
Coat,M,Violet,Outerwear,Spring,3.3,24,Yes,Free Shipping,PayPal,756
Sandals,M,Yellow,Footwear,Fall,5,92,No,Standard,PayPal,2470
Hat,M,Magenta,Accessories,Fall,4.1,56,Yes,Next Day Air,Credit Card,1477
Bag,XL,Red,Clothing,Autumn,3,615.29,No,Express,Debit Card,4874
Watch,,White,Electronics,Winter,3,987.8,No,Express,Credit Card,4556
Sunglasses,L,Lavender,Accessories,Winter,2.7,79,Yes,2-Day Shipping,Credit Card,64
Watch,L,Black,Accessories,Autumn,,,No,Express,PayPal,4038
